,claimID,employer,employercity,employerstate,employerzip,gender,hispanic,asian,claim_amount,case_open,valid,invalid,verified_claim,case_close,first_response,formal_investigate,wage_order,total_rec,wage_rec,duration,CLAIM NO,EMPLOYER NAME,EMPLOYER CITY,ST,ZIP,INDUSTRY,INDUSTRY (IF OTHER),SOURCE (URL),NOTES,City,Region
534,LLVA61201,DODSON PROPERTY MANAGEMENT,RICHMOND,VA,23219,,FALSE,FALSE,932,2017-07-05,FALSE,FALSE,769.36,2017-08-16,FALSE,FALSE,FALSE,0,0,42,LLVA61201,DODSON PROPERTY MANAGEMENT,RICHMOND,VA,23219,,,,,RICHMOND,Central
536,LLVA61230,COMMUNITY ALTERNATIVES CONSORTIUM,RICHMOND,VA,23236,female,FALSE,FALSE,527,2017-07-06,FALSE,FALSE,0,2017-07-17,FALSE,FALSE,FALSE,0,0,11,LLVA61230,COMMUNITY ALTERNATIVES CONSORTIUM,RICHMOND,VA,23236,,,,,RICHMOND,Central
538,LLVA61235,REAL ESCAPE ROOM,RICHMOND,VA,23227,male,FALSE,FALSE,504,2017-07-06,FALSE,FALSE,0,2017-08-11,FALSE,FALSE,FALSE,0,0,36,LLVA61235,REAL ESCAPE ROOM,RICHMOND,VA,23227,,,,,RICHMOND,Central
540,LLVA61236,REAL ESCAPE ROOM,RICHMOND,VA,23227,female,FALSE,FALSE,480,2017-07-06,FALSE,FALSE,0,2017-08-11,FALSE,FALSE,FALSE,0,0,36,LLVA61236,REAL ESCAPE ROOM,RICHMOND,VA,23227,,,,,RICHMOND,Central
542,LLVA61248,LARRY VOLZ,RICHMOND,VA,23227,female,FALSE,FALSE,480,2017-07-06,FALSE,FALSE,0,2017-08-11,FALSE,FALSE,FALSE,0,0,36,LLVA61248,LARRY VOLZ,RICHMOND,VA,23227,,,,,RICHMOND,Central
544,LLVA61265,SKYE IS THE LIMIT,RICHMOND,VA,23237,female,FALSE,FALSE,1177,2017-07-17,FALSE,FALSE,1177.55,2017-09-11,FALSE,FALSE,FALSE,0,0,56,LLVA61265,SKYE IS THE LIMIT,RICHMOND,VA,23237,,,,,RICHMOND,Central
546,LLVA61272,LARRY VOLZ,RICHMOND,VA,23227,male,FALSE,FALSE,504,2017-07-13,FALSE,FALSE,0,2017-08-11,FALSE,FALSE,FALSE,0,0,29,LLVA61272,LARRY VOLZ,RICHMOND,VA,23227,,,,,RICHMOND,Central
548,LLVA61273,UNITED FAMILY SERVICES LLC,RICHMOND,VA,23235,male,FALSE,FALSE,13020,2017-07-17,FALSE,FALSE,0,2017-07-17,FALSE,FALSE,FALSE,0,0,0,LLVA61273,UNITED FAMILY SERVICES LLC,RICHMOND,VA,23235,,,,,RICHMOND,Central
550,LLVA61287,RICHMOND EXPRESS COURIER SERVICE,RICHMOND,VA,23218,female,FALSE,FALSE,914,2017-07-20,FALSE,FALSE,0,2017-07-24,FALSE,FALSE,FALSE,0,0,4,LLVA61287,RICHMOND EXPRESS COURIER SERVICE,RICHMOND,VA,23218,,,,,RICHMOND,Central
552,LLVA61304,CIVITAS HEALTH SERVICES,RICHMOND,VA,23231,,FALSE,FALSE,1634.61,2017-07-19,FALSE,FALSE,0,2017-07-19,FALSE,FALSE,FALSE,0,0,0,LLVA61304,CIVITAS HEALTH SERVICES,RICHMOND,VA,23231,,,,,RICHMOND,Central
554,LLVA61311,ANTYWONE WILSON,RICHMOND,VA,23237,female,FALSE,FALSE,1177,2017-07-20,FALSE,FALSE,0,2017-09-11,FALSE,FALSE,FALSE,0,0,53,LLVA61311,ANTYWONE WILSON,RICHMOND,VA,23237,,,,,RICHMOND,Central
556,LLVA61320,RICHMOND VIRGINIA FIRE POLICE CREDIT UNION INC,RICHMOND,VA,23220,female,FALSE,FALSE,835.6,2017-07-28,FALSE,FALSE,0,2017-08-16,FALSE,FALSE,FALSE,0,0,19,LLVA61320,RICHMOND VIRGINIA FIRE POLICE CREDIT UNION INC,RICHMOND,VA,23220,,,,,RICHMOND,Central
558,LLVA61344,FIRST CLASS CONTRACTING,RICHMOND,VA,23224,male,FALSE,FALSE,2369.45,2017-08-02,FALSE,FALSE,0,2017-08-02,FALSE,FALSE,FALSE,0,0,0,LLVA61344,FIRST CLASS CONTRACTING,RICHMOND,VA,23224,,,,,RICHMOND,Central
560,LLVA61351,UNITED FAMILY SERVICES LLC,RICHMOND,VA,23235,male,FALSE,FALSE,13100,2017-08-03,FALSE,FALSE,0,2017-08-09,FALSE,FALSE,FALSE,0,0,6,LLVA61351,UNITED FAMILY SERVICES LLC,RICHMOND,VA,23235,,,,,RICHMOND,Central
562,LLVA61360,JACKSON'S BEER GARDEN & SMOKEHOUSE,RICHMOND,VA,23219,female,FALSE,FALSE,471.4,2017-07-31,FALSE,FALSE,0,2017-07-31,FALSE,FALSE,FALSE,0,0,0,LLVA61360,JACKSON'S BEER GARDEN & SMOKEHOUSE,RICHMOND,VA,23219,,,,,RICHMOND,Central
564,LLVA61371,CORNERSTONE ARCHITECHS,RICHMOND,VA,23220,female,FALSE,FALSE,10025,2017-08-01,FALSE,FALSE,0,2017-08-01,FALSE,FALSE,FALSE,0,0,0,LLVA61371,CORNERSTONE ARCHITECHS,RICHMOND,VA,23220,,,,,RICHMOND,Central
566,LLVA61414,JACKSON'S BEER GARDEN AND SMOKEHOUSE,RICHMOND,VA,23219,female,FALSE,FALSE,471.4,2017-08-11,FALSE,FALSE,0,2017-08-11,FALSE,FALSE,FALSE,0,0,0,LLVA61414,JACKSON'S BEER GARDEN AND SMOKEHOUSE,RICHMOND,VA,23219,,,,,RICHMOND,Central
568,LLVA61416,SAN-J INTERNATIONAL,RICHMOND,VA,23231,male,FALSE,FALSE,0,2017-08-14,FALSE,FALSE,0,2017-08-14,FALSE,FALSE,FALSE,0,0,0,LLVA61416,SAN-J INTERNATIONAL,RICHMOND,VA,23231,,,,,RICHMOND,Central
570,LLVA61421,RICHMOND PREPARATORY CHRISTIAN ACADEMY,RICHMOND,VA,23223,female,FALSE,FALSE,537.5,2017-08-14,FALSE,FALSE,0,2017-08-14,FALSE,FALSE,FALSE,0,0,0,LLVA61421,RICHMOND PREPARATORY CHRISTIAN ACADEMY,RICHMOND,VA,23223,,,,,RICHMOND,Central
572,LLVA61427,CEPHAS INDUSTRIES,RICHMOND,VA,23224,male,FALSE,FALSE,583,2017-08-18,TRUE,FALSE,440,2017-10-12,FALSE,TRUE,FALSE,0,0,55,LLVA61427,CEPHAS INDUSTRIES,RICHMOND,VA,23224,,,,,RICHMOND,Central
574,LLVA61436,DOMINION PACKAGING INC,RICHMOND,VA,23224,male,FALSE,FALSE,1442.3,2017-08-22,FALSE,FALSE,0,2017-09-08,FALSE,FALSE,FALSE,0,0,17,LLVA61436,DOMINION PACKAGING INC,RICHMOND,VA,23224,,,,,RICHMOND,Central
576,LLVA61447,JACKSON'S BEER GARDEN AND SMOKEHOUSE,RICHMOND,VA,23219,female,FALSE,FALSE,277.2,2017-08-22,FALSE,FALSE,294.8,2017-10-18,FALSE,FALSE,FALSE,0,0,57,LLVA61447,JACKSON'S BEER GARDEN AND SMOKEHOUSE,RICHMOND,VA,23219,,,,,RICHMOND,Central
578,LLVA61461,FIRST CLASS CONTRACTING,RICHMOND,VA,23224,male,FALSE,FALSE,800,2017-08-22,FALSE,FALSE,0,2017-08-22,FALSE,FALSE,FALSE,0,0,0,LLVA61461,FIRST CLASS CONTRACTING,RICHMOND,VA,23224,,,,,RICHMOND,Central
580,LLVA61469,SENIOR HEALTH CARE,RICHMOND,VA,23236,female,FALSE,FALSE,759,2017-08-24,FALSE,FALSE,745,2017-09-01,FALSE,FALSE,FALSE,0,0,8,LLVA61469,SENIOR HEALTH CARE,RICHMOND,VA,23236,,,,,RICHMOND,Central
582,LLVA61473,CYNTHIA MATTHEWS,RICHMOND,VA,23219,female,FALSE,FALSE,277.2,2017-08-22,FALSE,FALSE,0,2017-10-18,FALSE,FALSE,FALSE,0,0,57,LLVA61473,CYNTHIA MATTHEWS,RICHMOND,VA,23219,,,,,RICHMOND,Central
584,LLVA61474,MAIN EVENT TRANSPORTATION LLC,RICHMOND,VA,23224,female,FALSE,FALSE,1200,2017-08-25,FALSE,FALSE,0,2017-08-25,FALSE,FALSE,FALSE,0,0,0,LLVA61474,MAIN EVENT TRANSPORTATION LLC,RICHMOND,VA,23224,,,,,RICHMOND,Central
586,LLVA61482,MORRIS CEPHAS,RICHMOND,VA,23224,male,FALSE,FALSE,583,2017-08-25,FALSE,FALSE,0,2017-10-12,FALSE,FALSE,FALSE,0,0,48,LLVA61482,MORRIS CEPHAS,RICHMOND,VA,23224,,,,,RICHMOND,Central
588,LLVA61506,COMMUNITY SUPERMARKET,RICHMOND,VA,23223,male,FALSE,FALSE,909.88,2017-09-07,FALSE,FALSE,0,2017-09-07,FALSE,FALSE,FALSE,0,0,0,LLVA61506,COMMUNITY SUPERMARKET,RICHMOND,VA,23223,,,,,RICHMOND,Central
590,LLVA61517,"SIGN LANGUAGE PROFESSIONALS, INC",RICHMOND,VA,23242,female,FALSE,FALSE,522,2017-09-07,FALSE,FALSE,0,2017-09-07,FALSE,FALSE,FALSE,0,0,0,LLVA61517,"SIGN LANGUAGE PROFESSIONALS, INC",RICHMOND,VA,23242,,,,,RICHMOND,Central
592,LLVA61522,RICHMOND RESIDENTIAL SERVICES INC,RICHMOND,VA,23230,male,FALSE,FALSE,390,2017-09-07,FALSE,FALSE,0,2017-09-07,FALSE,FALSE,FALSE,0,0,0,LLVA61522,RICHMOND RESIDENTIAL SERVICES INC,RICHMOND,VA,23230,,,,,RICHMOND,Central
594,LLVA61538,FOREVER LIVING ASSISTANT,RICHMOND,VA,23223,female,FALSE,FALSE,1500,2017-09-15,FALSE,FALSE,0,2017-09-20,FALSE,FALSE,FALSE,0,0,5,LLVA61538,FOREVER LIVING ASSISTANT,RICHMOND,VA,23223,,,,,RICHMOND,Central
596,LLVA61560,G.L. SMITH COURIER,RICHMOND,VA,23225,male,FALSE,FALSE,125,2017-09-14,FALSE,FALSE,0,2017-10-20,FALSE,FALSE,FALSE,0,0,36,LLVA61560,G.L. SMITH COURIER,RICHMOND,VA,23225,,,,,RICHMOND,Central
598,LLVA61604,POSITIVE OUTLOOK LLC,RICHMOND,VA,23223,female,FALSE,FALSE,1429,2017-09-22,FALSE,FALSE,0,2017-09-22,FALSE,FALSE,FALSE,0,0,0,LLVA61604,POSITIVE OUTLOOK LLC,RICHMOND,VA,23223,,,,,RICHMOND,Central
600,LLVA61646,BOJANGLES,RICHMOND,VA,23116,female,FALSE,FALSE,0,2017-10-03,FALSE,FALSE,0,2017-10-03,FALSE,FALSE,FALSE,0,0,0,LLVA61646,BOJANGLES,RICHMOND,VA,23116,,,,,RICHMOND,Central
602,LLVA61649,MAIN EVENT TRANSPORTATION LLC,RICHMOND,VA,23224,male,FALSE,FALSE,2000,2017-10-03,FALSE,FALSE,0,2017-10-03,FALSE,FALSE,FALSE,0,0,0,LLVA61649,MAIN EVENT TRANSPORTATION LLC,RICHMOND,VA,23224,,,,,RICHMOND,Central
604,LLVA61650,SUPPORTED EMPLOYMENT OF VIRGINIA,RICHMOND,VA,23230,female,FALSE,FALSE,540,2017-10-23,FALSE,FALSE,0,2017-10-24,FALSE,FALSE,FALSE,0,0,1,LLVA61650,SUPPORTED EMPLOYMENT OF VIRGINIA,RICHMOND,VA,23230,,,,,RICHMOND,Central
606,LLVA61658,SAN-J INTERNATIONAL,RICHMOND,VA,23231,male,FALSE,FALSE,5500,2017-10-12,FALSE,FALSE,0,2017-10-12,FALSE,FALSE,FALSE,0,0,0,LLVA61658,SAN-J INTERNATIONAL,RICHMOND,VA,23231,,,,,RICHMOND,Central
608,LLVA61660,RICK'S & ASSOCIATES LLC,RICHMOND,VA,23230,male,FALSE,FALSE,0,2017-10-06,FALSE,FALSE,0,2017-10-06,FALSE,FALSE,FALSE,0,0,0,LLVA61660,RICK'S & ASSOCIATES LLC,RICHMOND,VA,23230,,,,,RICHMOND,Central
610,LLVA61675,MIDLOTHIAN PANCAKES INC,RICHMOND,VA,23235,male,FALSE,FALSE,184.61,2017-10-10,FALSE,FALSE,0,2017-10-10,FALSE,FALSE,FALSE,0,0,0,LLVA61675,MIDLOTHIAN PANCAKES INC,RICHMOND,VA,23235,,,,,RICHMOND,Central
612,LLVA61684,TECH MARKETING GROUP,RICHMOND,VA,23632,female,FALSE,FALSE,750,2017-10-12,FALSE,FALSE,0,2017-10-12,FALSE,FALSE,FALSE,0,0,0,LLVA61684,TECH MARKETING GROUP,RICHMOND,VA,23632,,,,,RICHMOND,Central
614,LLVA61688,UFE GYM RICHMOND,RICHMOND,VA,23294,male,FALSE,FALSE,750,2017-10-12,FALSE,FALSE,0,2017-10-12,FALSE,FALSE,FALSE,0,0,0,LLVA61688,UFE GYM RICHMOND,RICHMOND,VA,23294,,,,,RICHMOND,Central
616,LLVA61719,COMFORT KEEPERS,RICHMOND,VA,23238,,FALSE,FALSE,636,2017-10-20,FALSE,FALSE,0,2017-10-20,FALSE,FALSE,FALSE,0,0,0,LLVA61719,COMFORT KEEPERS,RICHMOND,VA,23238,,,,,RICHMOND,Central
618,LLVA61722,RICK'S & ASSOCIATES LLC,RICHMOND,VA,23230,male,FALSE,FALSE,1800,2017-10-20,FALSE,FALSE,0,2017-10-20,FALSE,FALSE,FALSE,0,0,0,LLVA61722,RICK'S & ASSOCIATES LLC,RICHMOND,VA,23230,,,,,RICHMOND,Central
620,LLVA61731,MAIN EVENT TRANSPORTATION,RICHMOND,VA,23224,male,FALSE,FALSE,1100,2017-10-26,FALSE,FALSE,0,2017-11-06,FALSE,FALSE,FALSE,0,0,11,LLVA61731,MAIN EVENT TRANSPORTATION,RICHMOND,VA,23224,,,,,RICHMOND,Central
622,LLVA61739,TREASURE BOUTIQUE,RICHMOND,VA,23221,female,TRUE,FALSE,375,2017-10-31,TRUE,FALSE,120,2018-01-08,FALSE,TRUE,FALSE,0,0,69,LLVA61739,TREASURE BOUTIQUE,RICHMOND,VA,23221,,,,,RICHMOND,Central
624,LLVA61743,HOME DEPOT,RICHMOND,VA,23230,,FALSE,FALSE,3000,2017-10-30,FALSE,FALSE,0,2017-11-03,FALSE,FALSE,FALSE,0,0,4,LLVA61743,HOME DEPOT,RICHMOND,VA,23230,,,,,RICHMOND,Central
626,LLVA61757,GENTLEMEN OF TOMORROW LLC,RICHMOND,VA,23224,female,FALSE,FALSE,2384.64,2017-10-31,FALSE,FALSE,0,2017-11-01,FALSE,FALSE,FALSE,0,0,1,LLVA61757,GENTLEMEN OF TOMORROW LLC,RICHMOND,VA,23224,,,,,RICHMOND,Central
628,LLVA61770,OWL INC,RICHMOND,VA,23237,female,FALSE,FALSE,0,2017-11-01,FALSE,FALSE,0,2017-11-01,FALSE,FALSE,FALSE,0,0,0,LLVA61770,OWL INC,RICHMOND,VA,23237,,,,,RICHMOND,Central
630,LLVA61781,UNITED PARCEL SERVICE,RICHMOND,VA,23237,female,FALSE,FALSE,195.98,2017-11-03,FALSE,FALSE,0,2017-11-03,FALSE,FALSE,FALSE,0,0,0,LLVA61781,UNITED PARCEL SERVICE,RICHMOND,VA,23237,,,,,RICHMOND,Central
632,LLVA61791,STARBUCKS,RICHMOND,VA,,male,FALSE,FALSE,400,2017-11-08,FALSE,FALSE,0,2018-03-02,FALSE,FALSE,FALSE,0,0,114,LLVA61791,STARBUCKS,RICHMOND,VA,,,,,,RICHMOND,Central
634,LLVA61794,ANCHOR BAR,RICHMOND,VA,23235,male,FALSE,FALSE,1060,2017-11-03,FALSE,FALSE,0,2017-11-03,FALSE,FALSE,FALSE,0,0,0,LLVA61794,ANCHOR BAR,RICHMOND,VA,23235,,,,,RICHMOND,Central
636,LLVA61808,ANCHOR BAR,RICHMOND,VA,23235,,TRUE,FALSE,0,2017-11-09,FALSE,FALSE,0,2017-11-09,FALSE,FALSE,FALSE,0,0,0,LLVA61808,ANCHOR BAR,RICHMOND,VA,23235,,,,,RICHMOND,Central
638,LLVA61811,ANCHOR BAR,RICHMOND,VA,23235,male,FALSE,FALSE,2060.44,2017-11-15,FALSE,FALSE,0,2018-01-26,FALSE,FALSE,FALSE,0,0,72,LLVA61811,ANCHOR BAR,RICHMOND,VA,23235,,,,,RICHMOND,Central
640,LLVA61812,ANCHOR BAR,RICHMOND,VA,23235,female,FALSE,FALSE,1492,2017-11-21,FALSE,FALSE,0,2018-01-26,FALSE,FALSE,FALSE,0,0,66,LLVA61812,ANCHOR BAR,RICHMOND,VA,23235,,,,,RICHMOND,Central
642,LLVA61813,ANCHOR BAR,RICHMOND,VA,23235,male,FALSE,FALSE,4460,2017-11-21,FALSE,FALSE,0,2018-01-26,FALSE,FALSE,FALSE,0,0,66,LLVA61813,ANCHOR BAR,RICHMOND,VA,23235,,,,,RICHMOND,Central
644,LLVA61816,DOBRIN PROPERTY MANAGEMENT,RICHMOND,VA,23220,female,FALSE,FALSE,1437.64,2017-11-14,FALSE,FALSE,0,2017-11-14,FALSE,FALSE,FALSE,0,0,0,LLVA61816,DOBRIN PROPERTY MANAGEMENT,RICHMOND,VA,23220,,,,,RICHMOND,Central
646,LLVA61817,ANCHOR BAR,RICHMOND,VA,23235,male,TRUE,FALSE,0,2017-11-14,FALSE,FALSE,0,2017-11-14,FALSE,FALSE,FALSE,0,0,0,LLVA61817,ANCHOR BAR,RICHMOND,VA,23235,,,,,RICHMOND,Central
648,LLVA61818,ANCHOR BAR,RICHMOND,VA,23235,male,FALSE,FALSE,0,2017-11-14,FALSE,FALSE,0,2017-11-14,FALSE,FALSE,FALSE,0,0,0,LLVA61818,ANCHOR BAR,RICHMOND,VA,23235,,,,,RICHMOND,Central
650,LLVA61819,MOLLY MAID,RICHMOND,VA,23235,female,FALSE,TRUE,0,2017-11-14,FALSE,FALSE,0,2017-11-14,FALSE,FALSE,FALSE,0,0,0,LLVA61819,MOLLY MAID,RICHMOND,VA,23235,,,,,RICHMOND,Central
652,LLVA61832,ANCHOR BAR,RICHMOND,VA,23235,male,FALSE,FALSE,423.97,2017-11-14,FALSE,FALSE,0,2017-11-14,FALSE,FALSE,FALSE,0,0,0,LLVA61832,ANCHOR BAR,RICHMOND,VA,23235,,,,,RICHMOND,Central
654,LLVA61833,JACKSON'S BEER GARDEN AND SMOKEHOUSE,RICHMOND,VA,23219,female,FALSE,FALSE,277.2,2017-11-14,FALSE,FALSE,294.8,2017-11-28,FALSE,FALSE,FALSE,0,0,14,LLVA61833,JACKSON'S BEER GARDEN AND SMOKEHOUSE,RICHMOND,VA,23219,,,,,RICHMOND,Central
656,LLVA61834,CYNTHIA MATTHEWS,RICHMOND,VA,23219,female,FALSE,FALSE,277.2,2017-11-14,FALSE,FALSE,0,2017-11-28,FALSE,FALSE,FALSE,0,0,14,LLVA61834,CYNTHIA MATTHEWS,RICHMOND,VA,23219,,,,,RICHMOND,Central
658,LLVA61868,SHAWN DAVIS,RICHMOND,VA,23221,female,TRUE,FALSE,272,2017-11-16,FALSE,FALSE,0,2018-01-08,FALSE,FALSE,FALSE,0,0,53,LLVA61868,SHAWN DAVIS,RICHMOND,VA,23221,,,,,RICHMOND,Central
660,LLVA61881,ANCHOR BAR,RICHMOND,VA,23235,male,FALSE,FALSE,918,2017-11-22,FALSE,FALSE,0,2018-01-26,FALSE,FALSE,FALSE,0,0,65,LLVA61881,ANCHOR BAR,RICHMOND,VA,23235,,,,,RICHMOND,Central
662,LLVA61890,INNOVATIVE DIAGNOSTIC LABORATORY,RICHMOND,VA,23227,female,FALSE,FALSE,1946.15,2017-12-05,FALSE,FALSE,0,2017-12-07,FALSE,FALSE,FALSE,0,0,2,LLVA61890,INNOVATIVE DIAGNOSTIC LABORATORY,RICHMOND,VA,23227,,,,,RICHMOND,Central
664,LLVA61912,WHEN BUFFALOES FLY INC,RICHMOND,VA,23235,male,FALSE,FALSE,2884.62,2017-12-07,FALSE,FALSE,0,2018-01-26,FALSE,FALSE,FALSE,0,0,50,LLVA61912,WHEN BUFFALOES FLY INC,RICHMOND,VA,23235,,,,,RICHMOND,Central
666,LLVA61917,COUNTRY STYLE DONUTS,RICHMOND,VA,23294,female,FALSE,FALSE,54,2017-12-05,FALSE,FALSE,43.5,2018-01-10,FALSE,FALSE,FALSE,0,0,36,LLVA61917,COUNTRY STYLE DONUTS,RICHMOND,VA,23294,,,,,RICHMOND,Central
668,LLVA61920,ZOSARO LLC,RICHMOND,VA,23228,female,FALSE,FALSE,396,2017-12-08,FALSE,FALSE,396,2018-05-10,FALSE,FALSE,FALSE,0,0,153,LLVA61920,ZOSARO LLC,RICHMOND,VA,23228,,,,,RICHMOND,Central
670,LLVA61936,VAN GO INC,RICHMOND,VA,23228,male,FALSE,FALSE,250,2017-12-07,FALSE,FALSE,0,2017-12-07,FALSE,FALSE,FALSE,0,0,0,LLVA61936,VAN GO INC,RICHMOND,VA,23228,,,,,RICHMOND,Central
672,LLVA61939,BAILEY'S PLUMBING HEATING & COOLING INC,RICHMOND,VA,23228,male,FALSE,FALSE,550.69,2017-12-14,FALSE,FALSE,450.69,2018-03-13,FALSE,FALSE,FALSE,0,0,89,LLVA61939,BAILEY'S PLUMBING HEATING & COOLING INC,RICHMOND,VA,23228,,,,,RICHMOND,Central
674,LLVA61946,37 WELLNESS LLC,RICHMOND,VA,23221,,FALSE,FALSE,1384.33,2017-12-07,FALSE,FALSE,0,2017-12-07,FALSE,FALSE,FALSE,0,0,0,LLVA61946,37 WELLNESS LLC,RICHMOND,VA,23221,,,,,RICHMOND,Central
676,LLVA61952,ANCHOR BAR,RICHMOND,VA,23235,female,FALSE,FALSE,550,2017-12-14,FALSE,FALSE,0,2018-01-26,FALSE,FALSE,FALSE,0,0,43,LLVA61952,ANCHOR BAR,RICHMOND,VA,23235,,,,,RICHMOND,Central
678,LLVA61953,SENIOR HEALTHCARE,RICHMOND,VA,23283,male,FALSE,FALSE,192,2017-12-12,FALSE,FALSE,0,2017-12-12,FALSE,FALSE,FALSE,0,0,0,LLVA61953,SENIOR HEALTHCARE,RICHMOND,VA,23283,,,,,RICHMOND,Central
680,LLVA61954,UPS,RICHMOND,VA,23237,male,FALSE,FALSE,150,2017-12-12,FALSE,FALSE,0,2017-12-12,FALSE,FALSE,FALSE,0,0,0,LLVA61954,UPS,RICHMOND,VA,23237,,,,,RICHMOND,Central
682,LLVA61960,OMG PIZZA,RICHMOND,VA,23224,male,FALSE,FALSE,1012,2017-12-15,FALSE,FALSE,1012,2018-03-12,FALSE,FALSE,FALSE,0,0,87,LLVA61960,OMG PIZZA,RICHMOND,VA,23224,,,,,RICHMOND,Central
684,LLVA61966,VAN GO INC,RICHMOND,VA,23228,male,FALSE,FALSE,250,2017-12-21,TRUE,FALSE,232.93,2018-01-29,TRUE,FALSE,FALSE,0,0,39,LLVA61966,VAN GO INC,RICHMOND,VA,23228,,,,,RICHMOND,Central
686,LLVA62027,ANCHOR BAR,RICHMOND,VA,23235,male,TRUE,FALSE,0,2017-12-22,FALSE,FALSE,0,2017-12-22,FALSE,FALSE,FALSE,0,0,0,LLVA62027,ANCHOR BAR,RICHMOND,VA,23235,,,,,RICHMOND,Central
688,LLVA62047,DAVID ALLRED,RICHMOND,VA,23235,female,FALSE,FALSE,0,2018-01-05,FALSE,FALSE,0,2018-01-26,FALSE,FALSE,FALSE,0,0,21,LLVA62047,DAVID ALLRED,RICHMOND,VA,23235,,,,,RICHMOND,Central
690,LLVA62048,DAVID ALLRED,RICHMOND,VA,23235,male,FALSE,FALSE,0,2018-01-05,FALSE,FALSE,0,2018-01-26,FALSE,FALSE,FALSE,0,0,21,LLVA62048,DAVID ALLRED,RICHMOND,VA,23235,,,,,RICHMOND,Central
692,LLVA62057,OPTIMUM CARE,RICHMOND,VA,23223,male,FALSE,FALSE,1320,2018-01-09,FALSE,FALSE,0,2018-01-09,FALSE,FALSE,FALSE,0,0,0,LLVA62057,OPTIMUM CARE,RICHMOND,VA,23223,,,,,RICHMOND,Central
694,LLVA62060,ASPEN HOME IMPROVEMENT COMPANY,RICHMOND,VA,23230,male,FALSE,FALSE,12904.98,2018-01-18,FALSE,FALSE,3890.96,2018-04-02,FALSE,FALSE,FALSE,0,0,74,LLVA62060,ASPEN HOME IMPROVEMENT COMPANY,RICHMOND,VA,23230,,,,,RICHMOND,Central
696,LLVA62065,SUBWAY,RICHMOND,VA,23224,,FALSE,FALSE,59.59,2018-01-18,FALSE,FALSE,59.59,2018-02-13,FALSE,FALSE,FALSE,0,0,26,LLVA62065,SUBWAY,RICHMOND,VA,23224,,,,,RICHMOND,Central
698,LLVA62070,ACCURATE COURIER EXPRESS,RICHMOND,VA,23234,male,FALSE,FALSE,144,2018-01-19,FALSE,FALSE,0,2018-01-19,FALSE,FALSE,FALSE,0,0,0,LLVA62070,ACCURATE COURIER EXPRESS,RICHMOND,VA,23234,,,,,RICHMOND,Central
700,LLVA62096,SPEAKER TOWN,RICHMOND,VA,23231,male,FALSE,FALSE,1560,2018-01-23,FALSE,FALSE,0,2018-01-23,FALSE,FALSE,FALSE,0,0,0,LLVA62096,SPEAKER TOWN,RICHMOND,VA,23231,,,,,RICHMOND,Central
702,LLVA62142,STRAWBERRY GROCERY,RICHMOND,VA,23220,male,FALSE,FALSE,700,2018-02-02,FALSE,FALSE,0,2018-02-02,FALSE,FALSE,FALSE,0,0,0,LLVA62142,STRAWBERRY GROCERY,RICHMOND,VA,23220,,,,,RICHMOND,Central
704,LLVA62147,UPS,RICHMOND,VA,23237,,FALSE,FALSE,30.6,2018-02-05,FALSE,FALSE,0,2018-02-05,FALSE,FALSE,FALSE,0,0,0,LLVA62147,UPS,RICHMOND,VA,23237,,,,,RICHMOND,Central
706,LLVA62164,DELIVERING HOPE HUMAN SERVICES INC,RICHMOND,VA,23224,female,FALSE,FALSE,626.5,2018-02-05,FALSE,FALSE,626.5,2018-02-23,FALSE,FALSE,FALSE,0,0,18,LLVA62164,DELIVERING HOPE HUMAN SERVICES INC,RICHMOND,VA,23224,,,,,RICHMOND,Central
708,LLVA62169,MANISHA PATEL,RICHMOND,VA,23224,,FALSE,FALSE,0,2018-02-02,FALSE,FALSE,0,2018-02-13,FALSE,FALSE,FALSE,0,0,11,LLVA62169,MANISHA PATEL,RICHMOND,VA,23224,,,,,RICHMOND,Central
710,LLVA62228,MAPLE LEAF CONSTRUCTION LLC,RICHMOND,VA,23238,male,TRUE,FALSE,3000,2018-03-01,FALSE,FALSE,0,2018-05-08,FALSE,FALSE,FALSE,0,0,68,LLVA62228,MAPLE LEAF CONSTRUCTION LLC,RICHMOND,VA,23238,,,,,RICHMOND,Central
712,LLVA62238,SHOPPERS WORLD,RICHMOND,VA,23224,female,FALSE,FALSE,0,2018-03-05,FALSE,FALSE,0,2018-03-05,FALSE,FALSE,FALSE,0,0,0,LLVA62238,SHOPPERS WORLD,RICHMOND,VA,23224,,,,,RICHMOND,Central
714,LLVA62278,EAGLES CONSTRUCTION INC,RICHMOND,VA,23224,female,TRUE,FALSE,20480,2018-03-05,FALSE,FALSE,9280,2018-04-20,FALSE,FALSE,FALSE,0,0,46,LLVA62278,EAGLES CONSTRUCTION INC,RICHMOND,VA,23224,,,,,RICHMOND,Central
716,LLVA62301,MELENDEZ REAL ESTATE GROUP,RICHMOND,VA,23230,female,FALSE,FALSE,879.93,2018-03-13,FALSE,FALSE,680,2018-05-15,FALSE,FALSE,FALSE,0,0,63,LLVA62301,MELENDEZ REAL ESTATE GROUP,RICHMOND,VA,23230,,,,,RICHMOND,Central
